Player,Country,Games,Win_rate,KDA,Avg_kills,Avg_deaths,Avg_assists,CSM,GPM,KP%,DMG%,Gold%,VS%,DPM,VSPM,Avg_WPM,Avg_WCPM,Avg_VWPM,GD@15,CSD@15,XPD@15,FB_%,FB_Victim,Penta_Kills,Solo_Kills,SeasonYear,Split,SourceURL
Sylvie,KR,43,30.20%,2.4,1.9,2.7,4.5,5.6,331,67.90%,13.70%,19%,21.50%,264,1.88,0.55,0.49,0.42,-141,-4,-133,25.60%,4.70%,0,3,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Taeyoon,KR,38,26.30%,1.7,2.8,3.5,3.2,9.6,417,67%,25.50%,23.90%,17.20%,542,1.42,0.48,0.48,0.17,-99,0,-125,23.70%,10.50%,0,3,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Teddy,KR,40,32.50%,3,4,2.8,4.4,9.9,433,66.40%,28.90%,24.30%,17.70%,588,1.61,0.65,0.45,0.19,-132,3,80,20%,5%,0,7,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
UmTi,KR,45,33.30%,2.9,1.2,2.3,5.4,5.4,317,76%,14.50%,18.10%,19.70%,264,1.72,0.41,0.5,0.33,-34,-1,-50,53.30%,6.70%,0,1,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Viper,KR,41,65.90%,4.9,4.6,1.9,4.4,10.5,470,66.30%,30.10%,25%,19%,650,1.66,0.61,0.47,0.19,181,6,240,26.80%,9.80%,1,1,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Vital,KR,7,28.60%,2.2,2.3,1.9,1.7,10.7,439,59.80%,28%,26.30%,17.60%,445,1.48,0.43,0.52,0.18,46,-5,-4,0%,0%,0,-,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Way,KR,1,100%,4,3,4,13,1.1,275,69.60%,5.70%,13.50%,38.80%,139,3.81,1.89,0.47,0.61,326,3,832,0%,0%,0,-,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Willer,KR,40,32.50%,3,2.1,2.8,6.3,5.6,330,68.90%,12.80%,18.60%,21.20%,259,1.89,0.59,0.46,0.5,-354,-3,-172,27.50%,17.50%,0,2,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
YoungJae,KR,38,26.30%,2.6,1.4,2.5,5.1,5.7,321,73.50%,13.20%,18.40%,21.80%,274,1.8,0.53,0.4,0.47,-135,0,-182,28.90%,5.30%,0,2,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Zeka,KR,41,65.90%,5.2,3.9,1.8,5.3,9.4,436,67.50%,26.50%,23%,14.60%,580,1.27,0.49,0.25,0.25,209,2,113,24.40%,7.30%,0,10,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Zeus,KR,42,50%,3,2,2.4,5.2,8.4,388,61%,23.80%,20.90%,11.90%,504,1,0.39,0.14,0.23,19,4,154,14.30%,19%,0,10,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
kingen,KR,41,65.90%,3.7,1.7,1.9,5.1,8.4,391,53.80%,22.90%,20.70%,13%,492,1.13,0.47,0.17,0.26,-54,-3,51,12.20%,4.90%,0,9,2023,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202023/
Aiming,KR,42,50%,4.9,3.9,1.7,4.6,9.7,455,67.20%,28.20%,24.80%,19.70%,617,1.85,0.63,0.58,0.1,331,0,182,38.10%,0%,1,2,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Andil,KR,36,38.90%,2.2,0.6,4,8.2,1.7,256,74.20%,10.10%,14.30%,35.60%,237,3.11,1.59,0.48,0.37,-244,-6,-176,25%,22.20%,0,-,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Bdd,KR,44,59.10%,4.7,3.4,2.3,7.3,8.8,410,73.70%,26.90%,22.20%,13.20%,621,1.18,0.45,0.23,0.26,106,2,-19,18.20%,6.80%,0,6,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
BeryL,KR,44,59.10%,3.6,1.3,3,9.4,2.4,283,73.10%,10.30%,15.30%,36.30%,238,3.29,1.67,0.5,0.48,275,13,455,25%,18.20%,0,-,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Bull,KR,39,46.20%,3.1,3.7,2.9,5.2,8.1,399,73.20%,23.40%,22.10%,16.10%,541,1.44,0.66,0.35,0.22,-329,-4,-127,23.10%,10.30%,0,2,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Bulldog,KR,43,41.90%,3.5,3.1,2.3,5.2,9,408,74%,30.40%,22.70%,15.70%,690,1.38,0.54,0.26,0.26,-244,-6,-117,9.30%,14%,0,2,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Calix,KR,2,50%,1.3,1,4.5,5,8.1,345,67.30%,22.50%,19.70%,9.80%,519,0.79,0.26,0.16,0.19,-240,-10,-124,50%,0%,0,-,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Callme,KR,35,34.30%,2.1,2.2,3.3,4.8,9,398,72.50%,29.40%,22.80%,14.50%,622,1.31,0.42,0.34,0.21,-128,-5,9,20%,20%,0,5,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Canyon,KR,39,87.20%,6.7,1.7,1.6,9.1,5.7,348,71.30%,12.20%,17.50%,17.20%,301,1.68,0.56,0.37,0.37,2,2,161,25.60%,5.10%,0,2,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Chovy,KR,39,87.20%,6.4,4.5,1.6,5.8,10.1,479,68.60%,30%,24.10%,17.80%,734,1.75,0.52,0.5,0.21,436,8,230,15.40%,2.60%,0,14,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Clear,KR,43,37.20%,2.8,2.5,2.4,4.3,8.4,392,58.90%,21.90%,21.80%,10.80%,469,0.98,0.33,0.22,0.17,-242,-8,-222,9.30%,11.60%,0,16,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Clozer,KR,43,37.20%,3,2.4,2.5,5,9.7,410,62.20%,26.10%,22.80%,14.10%,554,1.29,0.54,0.31,0.23,-82,2,50,18.60%,11.60%,0,13,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Cuzz,KR,43,41.90%,2.6,2,3.3,6.6,6.1,332,73.60%,12.90%,18.50%,20.70%,291,1.82,0.46,0.5,0.34,-7,1,30,18.60%,4.70%,0,2,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
DDoiV,KR,4,0%,1.4,1,3.8,4.3,5.2,294,77%,13.80%,17.50%,19.10%,261,1.71,0.55,0.37,0.39,-406,-12,-623,50%,0%,0,-,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Deft,KR,44,59.10%,4.6,4.4,2.2,5.9,8.4,434,70.50%,29.40%,23.50%,19%,687,1.72,0.71,0.4,0.16,61,-3,-120,27.30%,15.90%,1,2,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Delight,KR,41,73.20%,6.8,0.7,1.6,10.5,1.8,274,76.90%,7.30%,14.40%,34.30%,168,3.22,1.66,0.42,0.4,146,4,272,26.80%,7.30%,0,1,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
DnDn,KR,44,31.80%,1.7,1.5,2.8,3,8.6,381,44.30%,20.80%,21.80%,12.80%,438,1.15,0.54,0.16,0.29,-185,-3,-138,18.20%,13.60%,0,13,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Doran,KR,41,73.20%,3.2,2.5,2.6,5.7,8.4,403,56.40%,24%,21.20%,12.10%,558,1.13,0.38,0.23,0.2,102,1,139,19.50%,14.60%,0,13,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
DuDu,KR,43,41.90%,2.7,2.5,2.6,4.7,8.9,401,57.20%,22.30%,22.40%,11.10%,502,0.96,0.29,0.19,0.14,97,4,137,11.60%,11.60%,0,11,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Effort,KR,14,7.10%,1.5,0.2,3.3,4.9,1.4,241,84.10%,8.30%,14.50%,45.20%,152,4.16,2.28,0.69,0.66,-469,-25,-723,21.40%,14.30%,0,-,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Envyy,KR,35,22.90%,2.2,3.4,2.9,3.2,9.1,400,65.10%,29.30%,23.30%,15.70%,639,1.34,0.53,0.39,0.19,-462,5,-56,14.30%,17.10%,0,1,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Execute,KR,43,37.20%,2.3,0.5,3.5,7.8,1.3,244,71.80%,8.20%,13.60%,36.30%,176,3.28,1.98,0.34,0.5,-123,-7,-167,51.20%,11.60%,0,1,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
FIESTA,KR,7,14.30%,2.6,3.3,3,4.6,8.3,392,65%,28%,22.20%,16.40%,599,1.55,0.68,0.37,0.33,-38,-3,-143,42.90%,0%,0,-,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Faker,KR,40,80%,5.7,3.8,1.9,7.2,9,439,66.70%,25.50%,21.90%,14%,643,1.24,0.42,0.24,0.15,357,6,236,25%,2.50%,0,9,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Frog,KR,2,0%,0.5,1,4,1,8.5,371,44.40%,24.80%,22.50%,12.10%,443,0.96,0.42,0.14,0.16,-56,0,-342,0%,50%,0,1,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
GIDEON,KR,37,21.60%,2.4,1.3,2.9,5.8,5.6,308,73.20%,12.90%,18.10%,18.60%,269,1.54,0.38,0.42,0.32,-16,2,88,24.30%,10.80%,0,4,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Gumayusi,KR,40,80%,5.7,4.3,1.9,6.5,8.1,452,65.60%,25.50%,22.60%,22.70%,656,1.99,0.77,0.51,0.19,220,-11,-74,22.50%,15%,0,2,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Guwon,KR,2,100%,7.8,4.5,2,11,5.5,378,69%,13.20%,17.70%,15.90%,382,1.39,0.34,0.29,0.36,166,-12,100,100%,0%,0,-,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Hena,KR,43,37.20%,3.5,3.7,2.5,4.9,8.9,413,73%,28.80%,23%,18%,636,1.67,0.69,0.42,0.18,-106,3,92,39.50%,2.30%,0,3,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Jiwoo,KR,44,31.80%,2.8,3.8,2.4,3,9.3,422,67.20%,31%,24%,16.80%,673,1.52,0.54,0.48,0.13,-70,1,40,18.20%,4.50%,0,2,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Karis,KR,40,20%,2.2,2,2.9,4.3,9,386,67.50%,26.10%,22.80%,12.40%,529,1.05,0.33,0.28,0.21,-272,-1,-114,12.50%,12.50%,0,4,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Kellin,KR,42,50%,4,0.7,2.3,8.4,1.7,259,71.40%,8.90%,14.10%,36.80%,189,3.51,1.94,0.45,0.42,100,1,-109,38.10%,7.10%,0,-,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Keria,KR,40,80%,6,1.8,1.9,9.3,2.8,311,68.70%,13.30%,15.40%,32.10%,346,2.86,1.59,0.34,0.41,653,23,708,22.50%,7.50%,0,6,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Kiin,KR,39,87.20%,4.7,3.1,1.7,5.2,8.4,412,55.40%,22.10%,20.70%,12.40%,531,1.21,0.42,0.22,0.18,385,10,213,23.10%,12.80%,0,14,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Kyeahoo,KR,18,33.30%,3.1,1.7,2.2,5.1,8.6,376,68.40%,25.80%,21.60%,11.80%,518,1.05,0.38,0.22,0.19,-157,-5,-146,22.20%,22.20%,0,3,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Lehends,KR,39,87.20%,5.8,0.7,1.8,9.8,1.9,283,68.60%,7.30%,14.20%,33.70%,181,3.32,1.83,0.43,0.53,39,6,16,23.10%,23.10%,0,1,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Lucid,KR,42,50%,3.7,1.5,2.3,7.1,5.3,315,70.50%,10.30%,17.20%,17.50%,222,1.64,0.52,0.39,0.46,26,-7,-232,54.80%,4.80%,0,-,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Morgan,KR,41,19.50%,2,2.1,2.9,3.6,8.4,371,59.80%,23.40%,21.80%,12.50%,492,1.05,0.34,0.23,0.22,-108,-1,-119,12.20%,12.20%,0,5,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Oner,KR,38,78.90%,4.2,2.4,2.5,7.9,6.1,360,64.50%,11.70%,18%,20%,304,1.77,0.47,0.43,0.3,6,8,200,28.90%,13.20%,0,5,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Peanut,KR,41,73.20%,5.7,2,1.8,8.4,5.8,336,71.20%,11.40%,17.70%,17.70%,270,1.65,0.38,0.43,0.3,12,-1,-42,34.10%,9.80%,0,4,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
PerfecT,KR,44,59.10%,3.1,2.3,2.4,5.1,8,382,51.20%,20.30%,20.60%,13.30%,473,1.2,0.46,0.2,0.26,-137,-1,4,6.80%,6.80%,0,13,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Peter,KR,44,31.80%,3.3,0.5,2.3,7,1.4,245,75.10%,7.10%,14.10%,37%,150,3.32,1.86,0.41,0.47,-269,-11,-236,25%,6.80%,0,-,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
Peyz,KR,39,87.20%,7.8,5.2,1.4,5.8,9.1,465,72.40%,28.40%,23.40%,18.90%,687,1.85,0.7,0.52,0.14,226,3,203,28.20%,10.30%,1,2,2024,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202024/
