Player,Country,Games,Win_rate,KDA,Avg_kills,Avg_deaths,Avg_assists,CSM,GPM,KP%,DMG%,Gold%,VS%,DPM,VSPM,Avg_WPM,Avg_WCPM,Avg_VWPM,GD@15,CSD@15,XPD@15,FB_%,FB_Victim,Penta_Kills,Solo_Kills,SeasonYear,Split,SourceURL
BAO,KR,47,44.70%,3.2,3.8,2.2,3.2,9.3,418,58.90%,22.40%,23.80%,13.10%,431,1.03,0.44,0.33,0.11,-395,-10,-383,19.10%,8.50%,0,3,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Bang,KR,42,38.10%,3.2,3.6,2.3,3.6,8.8,412,57.70%,22.10%,23.60%,19.50%,411,1.61,0.76,0.39,0.21,-53,-5,31,23.80%,0%,0,4,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Bay,KR,42,42.90%,2.9,1.6,2.5,5.6,8.3,362,62.90%,22.30%,21%,12.80%,415,1.01,0.52,0.17,0.25,-666,-15,-363,16.70%,4.80%,0,3,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Bdd,KR,41,68.30%,5.2,3,1.6,5.2,9.2,407,62.80%,28.40%,21.90%,12.70%,508,1.11,0.48,0.23,0.2,181,5,171,12.20%,7.30%,0,10,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
BeryL,KR,43,76.70%,2.9,1.2,3.5,9,1.8,258,66.60%,9.70%,13.60%,30.70%,219,2.63,1.54,0.47,0.52,176,1,153,32.60%,18.60%,0,-,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Bonnie,KR,6,33.30%,1.9,2.3,2.8,3.2,5.9,330,61.40%,14.90%,19.30%,24.90%,254,1.92,0.88,0.55,0.36,-565,-11,-655,0%,16.70%,0,1,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Canna,KR,25,60%,3.1,2.8,2.8,5.9,8.2,397,60.90%,23%,21.50%,12.60%,435,1.03,0.4,0.2,0.19,47,1,175,28%,24%,0,4,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Canyon,KR,43,76.70%,4.6,3.7,2.2,6.7,7.2,387,68.60%,19.90%,20.40%,20.40%,422,1.75,0.57,0.47,0.31,357,10,586,32.60%,7%,0,5,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Chieftain,KR,3,0%,0.9,1.3,4,2.3,7.4,324,83.30%,22.50%,21.70%,19.70%,308,1.51,0.35,0.53,0.24,-610,7,71,33.30%,0%,0,-,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Chovy,KR,44,59.10%,5.4,3.6,1.8,6,10,447,65.90%,28.20%,24.50%,17.50%,589,1.48,0.51,0.44,0.2,596,14,420,22.70%,6.80%,0,19,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Clid,KR,39,66.70%,4.4,2.9,1.9,5.7,6.2,355,67%,17.10%,19%,24.80%,306,2.16,0.73,0.6,0.38,69,-1,47,35.90%,2.60%,0,9,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Clozer,KR,21,57.10%,3.7,2.7,2.3,5.8,9.1,408,62.80%,25.40%,22.10%,12.70%,472,0.99,0.39,0.2,0.13,298,7,198,9.50%,4.80%,0,2,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Croco,KR,36,41.70%,3.2,2.2,2.7,6.4,5.8,334,69.90%,16.40%,18.80%,22.70%,295,1.85,0.57,0.6,0.34,68,-5,-8,25%,19.40%,0,4,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Cuzz,KR,13,76.90%,6.8,3.3,1.8,8.7,6.2,363,68.70%,17.40%,19.20%,23.30%,381,1.97,0.52,0.58,0.31,160,1,188,30.80%,0%,0,4,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Deft,KR,44,59.10%,3.8,4.1,2.4,5,8.9,428,61%,27.30%,23.40%,18.10%,571,1.53,0.68,0.38,0.15,233,8,135,15.90%,11.40%,0,6,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Delight,KR,39,30.80%,2.5,0.6,2.9,6.6,1.1,219,76.90%,7.70%,13.10%,33.60%,122,2.76,1.71,0.43,0.53,-17,0,86,23.10%,20.50%,0,-,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Doran,KR,45,40%,2.5,1.9,2.7,4.8,8.5,381,57.60%,27.80%,21.80%,12.90%,483,1.04,0.51,0.23,0.24,-20,5,-39,20%,15.60%,0,18,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Dove,KR,17,47.10%,3.3,2.1,1.7,3.5,9.2,389,57%,27.80%,22.40%,14.70%,423,1.17,0.49,0.27,0.21,-143,1,-16,17.60%,5.90%,0,1,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Dread,KR,42,38.10%,3.6,3.6,2.5,5.3,6.6,357,75.70%,19.20%,20.40%,21.40%,359,1.77,0.49,0.57,0.35,215,-2,-22,61.90%,7.10%,0,13,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
DuDu,KR,8,12.50%,2.3,2.8,2.5,2.9,8.4,389,58.60%,26.40%,22.70%,12.30%,497,0.97,0.36,0.21,0.14,380,10,221,25%,0%,0,-,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Effort,KR,40,37.50%,2,0.7,3.7,6.8,1.1,222,62.30%,6.70%,12.60%,34.10%,121,2.71,1.68,0.4,0.58,-160,2,47,25%,20%,0,1,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Ellim,KR,22,54.50%,5.1,2.1,1.6,6.2,6,334,67.90%,14.60%,18.30%,22.30%,253,1.75,0.65,0.44,0.38,182,4,135,36.40%,0%,0,-,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
FATE,KR,40,37.50%,5,3.1,1.8,5.8,9.3,410,75%,29%,23.10%,12.80%,527,1.01,0.46,0.2,0.22,110,-5,-147,20%,2.50%,0,12,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Faker,KR,23,65.20%,5.7,3,1.7,6.8,8.2,390,68.90%,25.20%,21.30%,14.10%,464,1.13,0.45,0.23,0.15,360,1,121,17.40%,0%,0,2,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Flawless,KR,5,60%,4.4,2.4,1.6,4.6,5.5,318,46.60%,14.30%,18%,19.60%,277,1.72,0.51,0.51,0.43,-424,-8,-425,40%,0%,0,-,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Fly,KR,42,38.10%,2.7,2.2,2.9,5.6,8.2,373,63.40%,23.20%,21.40%,12.20%,423,1,0.42,0.25,0.21,-102,-7,-112,26.20%,2.40%,0,6,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
GIDEON,KR,22,31.80%,2.6,2.1,2.3,3.8,6.4,329,67.80%,15.70%,19.50%,23.60%,238,1.86,0.64,0.51,0.31,-138,-8,-374,45.50%,9.10%,0,4,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Ghost,KR,43,76.70%,5.7,4.7,1.7,5.2,8.8,444,64.10%,22.20%,23.50%,19.90%,486,1.68,0.79,0.38,0.22,112,-4,50,25.60%,7%,2,7,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Gumayusi,KR,21,47.60%,4.3,4.5,1.9,3.6,10.3,458,72.40%,25%,25.50%,18.80%,405,1.48,0.53,0.49,0.2,325,10,184,28.60%,9.50%,1,-,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Hena,KR,39,30.80%,3.5,3.3,2.1,3.8,10.1,425,78.50%,24.30%,25.30%,17.80%,394,1.47,0.63,0.49,0.17,-154,-4,-71,15.40%,0%,0,-,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Hoya,KR,39,30.80%,2.1,1.4,2.6,4,7.4,335,54.10%,22.60%,20%,13.40%,350,1.1,0.5,0.2,0.29,-614,-8,-184,15.40%,10.30%,0,5,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
HyBrid,KR,35,40%,3.1,4.1,2.3,3.2,9.5,422,59.20%,21.20%,23.90%,15.60%,370,1.28,0.46,0.44,0.1,-224,-2,4,20%,0%,0,8,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Karis,KR,3,33.30%,1.7,0.7,2,2.7,8.7,356,40.10%,20.40%,20.20%,13.20%,278,1.17,0.53,0.21,0.23,-591,-12,-638,0%,0%,0,-,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Kellin,KR,42,42.90%,2.6,0.6,3.1,7.4,1.1,224,67.80%,8%,12.90%,35.70%,150,2.81,1.98,0.34,0.57,1,1,-143,23.80%,14.30%,0,-,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Keria,KR,44,61.40%,3.5,1,2.7,8.6,1.5,247,69.70%,9.10%,13.40%,32%,179,2.55,1.67,0.4,0.58,169,1,108,31.80%,9.10%,0,1,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Khan,KR,43,76.70%,4,2,2.3,7.1,7.5,376,60.70%,23.20%,19.90%,12.70%,502,1.07,0.43,0.21,0.24,141,-4,-63,14%,11.60%,0,6,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Kiin,KR,42,38.10%,2.4,2,3,5.1,8,374,57.80%,26.80%,21.40%,12.60%,489,1.04,0.4,0.23,0.2,357,6,283,33.30%,7.10%,0,16,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Lava,KR,28,28.60%,3.2,1.6,2.1,5.1,8.8,375,68.80%,26.80%,22.30%,12.40%,438,1.05,0.45,0.27,0.18,-335,-3,-172,28.60%,10.70%,0,1,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Lehends,KR,41,39%,2.5,0.7,3.2,7.2,1.3,231,61.30%,8.60%,13.20%,34.40%,157,2.81,1.65,0.43,0.56,29,-4,-38,34.10%,9.80%,0,2,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Leo,KR,9,33.30%,2.4,2.9,2.7,3.4,9,411,52.80%,19%,23.20%,17.20%,346,1.45,0.62,0.34,0.17,-674,-13,-182,0%,11.10%,0,2,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Life,KR,44,65.90%,3.2,0.6,2.4,6.9,1.1,232,54.60%,7.20%,12.50%,29.50%,130,2.55,1.74,0.34,0.56,-137,-6,-306,27.30%,4.50%,0,-,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
MapSSi,KR,1,0%,2.4,0,5,12,1.5,215,63.20%,12%,12.50%,33.20%,301,2.48,1.77,0.42,0.55,-115,-2,360,0%,100%,0,-,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Mir,KR,27,51.90%,3.5,3.4,2.8,6.4,5.8,342,65%,15%,18.60%,20.40%,312,1.73,0.53,0.48,0.36,-192,-5,-332,18.50%,18.50%,0,2,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Morgan,KR,36,69.40%,4.1,2.1,2.1,6.5,7.6,367,59.30%,19.70%,19.80%,13%,416,1.12,0.4,0.26,0.23,-464,-9,-226,16.70%,11.10%,0,6,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Noah,KR,10,40%,2.9,3.3,2.2,3,8.2,399,53.20%,25.50%,23.30%,18.30%,410,1.44,0.56,0.45,0.16,54,-2,-65,40%,20%,0,-,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
OnFleek,KR,4,0%,1.9,1.8,3.3,4.5,6.3,329,54%,11.50%,19.50%,24.20%,228,1.98,0.38,0.78,0.3,-39,-9,-687,0%,0%,0,-,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Oner,KR,9,55.60%,3.6,3.3,2.7,6.2,6.9,377,73.30%,21.10%,20.70%,19.20%,390,1.39,0.33,0.39,0.19,157,9,394,33.30%,0%,0,-,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Peanut,KR,42,42.90%,3.4,2.8,2.4,5.3,7,362,70.90%,20%,20.90%,22.80%,378,1.82,0.34,0.65,0.21,-97,5,159,31%,19%,0,6,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Pleata,KR,47,44.70%,2.3,0.7,3.2,6.7,1.2,225,68.40%,6.80%,12.80%,34.80%,130,2.72,1.79,0.42,0.54,-105,4,44,23.40%,6.40%,0,1,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Prince,KR,20,45%,3.3,4.1,2.3,3.4,9.6,427,61%,23.80%,24%,16.50%,464,1.28,0.49,0.45,0.16,-402,0,-121,15%,10%,0,1,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Pyosik,KR,47,44.70%,3,2.8,2.6,5.1,7.2,369,71.40%,20.60%,21%,24.60%,397,1.97,0.55,0.59,0.26,-127,1,-27,38.30%,6.40%,1,7,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Quad,KR,47,44.70%,3.4,1.7,2.2,5.7,8.6,368,65.40%,24.90%,21%,14.70%,474,1.16,0.56,0.21,0.27,-295,-2,-105,12.80%,10.60%,0,2,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Rascal,KR,44,65.90%,3.1,2.6,2.4,4.8,8.7,411,59.10%,22.90%,22.20%,11.90%,396,1.03,0.34,0.26,0.21,197,4,117,38.60%,15.90%,0,21,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Rich,KR,42,42.90%,2.3,2,3,4.8,7.2,348,60.80%,25.90%,20.10%,12.70%,482,1,0.35,0.25,0.12,-553,-11,-391,11.90%,19%,0,8,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Route,KR,11,27.30%,2.9,2.9,2.4,3.9,8.9,400,55.60%,19.10%,23%,15.60%,341,1.25,0.52,0.36,0.21,-143,-3,-25,9.10%,0%,0,-,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Ruler,KR,44,65.90%,4.7,3.6,1.6,4,10.4,457,56.60%,25.20%,24.60%,21.60%,455,1.9,0.77,0.55,0.21,410,12,258,22.70%,4.50%,1,7,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
ShowMaker,KR,43,76.70%,6.5,3.5,1.6,6.7,9.1,427,67.10%,25%,22.50%,16.40%,552,1.4,0.48,0.25,0.17,416,6,129,16.30%,9.30%,0,10,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Summit,KR,40,37.50%,2.3,2.6,3.3,5,8.3,388,62.70%,26.90%,21.90%,13.80%,490,1.11,0.46,0.26,0.23,335,5,93,15%,15%,0,16,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Teddy,KR,23,73.90%,5.8,5.1,2,6.3,8.9,454,70%,27.10%,24.20%,21.90%,577,1.75,0.77,0.41,0.18,649,10,271,26.10%,17.40%,0,7,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Ucal,KR,28,35.70%,3.2,2.9,2.5,5,9.5,405,63.50%,30%,23.20%,13.50%,544,1.09,0.47,0.29,0.18,-74,4,133,10.70%,7.10%,0,8,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
UmTi,KR,38,31.60%,3,2.1,2.3,5.1,6.4,327,73.60%,18.60%,19.40%,22.70%,305,1.92,0.69,0.56,0.38,-244,0,-104,34.20%,10.50%,0,1,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Vsta,KR,44,59.10%,3,0.8,3.1,8.4,1.3,238,64.30%,8.60%,13%,32.20%,177,2.71,1.65,0.4,0.58,-149,-1,-12,15.90%,20.50%,0,3,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Yaharong,KR,9,44.40%,4.6,2.9,1.9,5.9,8.5,378,75.70%,27.70%,21.90%,11.80%,453,0.94,0.49,0.2,0.22,-447,-6,-115,22.20%,33.30%,0,2,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Yohan,KR,17,70.60%,3.1,2.9,2.6,5.1,6.5,346,63.20%,14.90%,19.10%,17.60%,329,1.51,0.3,0.48,0.28,-47,-1,-171,23.50%,11.80%,0,4,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Zeus,KR,19,63.20%,3.1,2.2,2.5,5.5,7.7,374,62.40%,22.50%,20.40%,11.80%,421,0.88,0.33,0.18,0.15,91,1,23,21.10%,5.30%,0,1,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
Zzus,KR,45,40%,2.3,0.4,3.2,6.9,1.2,219,58.90%,5.90%,12.60%,31.70%,98,2.54,1.68,0.36,0.58,-273,-4,-155,28.90%,13.30%,0,-,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
blank,KR,17,52.90%,3.9,2.6,2.4,6.9,5.8,330,62.80%,13.80%,18%,27.30%,275,2.33,1.01,0.53,0.41,-345,-11,-619,41.20%,11.80%,0,2,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
deokdam,KR,42,42.90%,3.6,4.4,2.1,3.4,9.4,433,66.10%,23.80%,25%,16.10%,452,1.3,0.48,0.36,0.15,373,4,104,19%,0%,0,5,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
kingen,KR,47,44.70%,2.8,1.9,2.6,5.3,7.8,378,61.50%,25.30%,21.40%,12.80%,466,1.01,0.39,0.19,0.17,334,7,189,25.50%,21.30%,0,11,2021,Spring,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Spring%202021/
5Kid,KR,15,46.70%,5.1,2.7,1.3,3.7,10.3,422,51.20%,24.80%,23.80%,14.90%,462,1.22,0.53,0.33,0.2,-522,-5,-249,0%,13.30%,0,1,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
BAO,KR,19,15.80%,2,1.7,2.2,2.8,9.8,393,57.20%,24%,23.70%,14.90%,436,1.11,0.45,0.37,0.11,-237,0,-370,5.30%,5.30%,0,1,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Bdd,KR,46,58.70%,4.6,2.7,1.9,6,8.3,386,64%,24.60%,21.50%,13.10%,452,1.09,0.44,0.24,0.21,87,5,153,19.60%,8.70%,0,10,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
BeryL,KR,43,67.40%,2.9,0.7,3,7.7,1.6,248,60%,8.70%,13.60%,35.50%,179,2.9,1.71,0.54,0.54,68,1,-28,23.30%,9.30%,0,-,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Burdol,KR,6,50%,2.5,4.5,3.3,3.8,8.3,421,68.90%,26.20%,23.50%,10.20%,454,0.8,0.26,0.18,0.1,-250,-12,-320,16.70%,33.30%,0,6,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Canna,KR,44,56.80%,3.5,3.2,2.2,4.5,8.5,409,65.90%,25.80%,22.60%,13.50%,472,1.12,0.41,0.28,0.24,393,6,179,36.40%,9.10%,0,9,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Canyon,KR,43,67.40%,4.6,3.1,2.2,6.7,6.5,371,72%,19.40%,20.30%,15.10%,401,1.24,0.41,0.28,0.31,113,0,196,34.90%,16.30%,0,6,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Chieftain,KR,2,50%,4,3,2,5,5.7,333,70%,15.80%,18.50%,16%,342,1.42,0.44,0.5,0.3,682,22,484,50%,0%,0,-,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Chovy,KR,43,39.50%,4,3.1,1.9,4.5,9.5,413,64.30%,25.80%,23.70%,16.80%,491,1.32,0.41,0.37,0.18,368,13,196,20.90%,14%,1,12,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Clid,KR,43,60.50%,4.4,2.5,2,6.1,5.7,333,66%,14.60%,18.40%,21.10%,272,1.78,0.55,0.48,0.39,-105,-3,-8,44.20%,4.70%,0,4,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Croco,KR,47,55.30%,3.3,2,2.5,6.2,5.5,327,70.80%,18.30%,18.30%,17.40%,327,1.42,0.37,0.4,0.27,-181,-4,-178,34%,12.80%,0,4,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Cuzz,KR,23,52.20%,3.8,2.3,2.3,6.1,5.9,336,66.10%,17.40%,18.60%,22.70%,325,1.89,0.67,0.44,0.35,-111,-5,-276,47.80%,4.30%,0,1,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Deft,KR,43,39.50%,3.2,2.7,2.3,4.8,9.2,403,63%,29.50%,23.10%,17.90%,552,1.39,0.54,0.38,0.17,160,3,118,23.30%,4.70%,0,5,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Delight,KR,48,41.70%,3.1,0.8,2.4,6.5,1.3,229,73.40%,7.40%,13.20%,33.50%,127,2.84,1.77,0.47,0.59,28,3,62,25%,8.30%,0,-,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Doran,KR,46,45.70%,3.1,2.9,2.6,5,8.6,401,66.40%,27.10%,22.80%,14.30%,502,1.11,0.44,0.25,0.25,381,12,318,13%,21.70%,0,14,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Dove,KR,45,44.40%,3.9,3.8,2.1,4.6,8.5,394,69.70%,25.20%,22.40%,15.90%,466,1.25,0.52,0.29,0.27,70,0,185,17.80%,2.20%,0,13,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Dread,KR,46,54.30%,4.3,2.8,2.1,6,6.2,343,77.20%,16.70%,19.40%,18.90%,316,1.64,0.49,0.48,0.34,67,3,-31,47.80%,4.30%,0,4,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
DuDu,KR,21,42.90%,2.5,2.4,2.7,4.3,8.2,386,56.20%,21%,21.60%,14.20%,389,1.08,0.48,0.22,0.26,-366,-6,-293,28.60%,9.50%,0,7,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Effort,KR,47,55.30%,2.5,0.5,3,6.9,1.1,226,66.40%,6%,12.70%,35.30%,103,2.87,1.83,0.42,0.65,-147,-1,-204,21.30%,8.50%,0,-,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
FATE,KR,47,55.30%,4.1,2.6,1.7,4.6,9.1,407,62.10%,23.50%,22.90%,14.30%,421,1.17,0.51,0.24,0.29,195,3,86,23.40%,10.60%,0,5,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Faker,KR,44,56.80%,3.5,2.3,2,4.8,8.5,394,58.50%,21.60%,21.70%,16.20%,389,1.36,0.58,0.29,0.28,257,4,103,27.30%,9.10%,0,4,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Fly,KR,46,54.30%,3.2,2.2,2.4,5.5,8.1,368,62.20%,21.60%,20.90%,13.10%,408,1.14,0.41,0.29,0.21,-166,-4,-190,30.40%,8.70%,0,1,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
GIDEON,KR,5,40%,3,1.6,2.2,5,4.9,290,73.50%,12%,16.80%,21.80%,197,1.74,0.36,0.61,0.36,-796,-13,-622,20%,0%,0,-,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Ghost,KR,33,66.70%,4.6,3.4,2.1,6.2,8.6,409,65.70%,23%,22.30%,18%,491,1.47,0.77,0.35,0.21,-40,-2,-13,21.20%,3%,0,4,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Gori,KR,46,58.70%,3.2,3.2,2.5,4.6,8.5,392,60.70%,22.70%,22%,13.30%,475,1.08,0.43,0.29,0.24,-408,-11,-250,15.20%,19.60%,0,15,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Gumayusi,KR,25,60%,5,2.6,1.4,4.3,10,433,63.80%,26.80%,23.90%,17%,474,1.44,0.7,0.41,0.26,288,6,128,20%,4%,0,2,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Harp,KR,28,50%,2.7,0.4,3,7.8,1.9,234,60.50%,8%,13.30%,30%,140,2.31,1.42,0.32,0.57,-183,-3,-140,28.60%,10.70%,0,-,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Hena,KR,48,41.70%,3.5,2.1,1.9,4.6,9.7,414,64.60%,25.90%,23.90%,19.20%,456,1.65,0.81,0.45,0.21,107,2,-8,14.60%,4.20%,0,3,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
Hoya,KR,48,41.70%,2.5,2.1,2.5,4,7.7,359,57.10%,22.70%,20.70%,13.30%,395,1.12,0.46,0.24,0.26,-535,-12,-211,14.60%,20.80%,0,14,2021,Summer,https://gol.gg/players/list/season-ALL/split-ALL/tournament-LCK%20Summer%202021/
